日期,经文,内容,状态
2020-10-24,Romans 8:28-30,"【罗8:28】我们晓得万事都互相效力，叫爱　神的人得益处，就是按他旨意被召的人。
【罗8:29】因为他预先所知道的人，就预先定下效法他儿子的模样，使他儿子在许多弟兄中作长子。
【罗8:30】预先所定下的人又召他们来，所召来的人又称他们为义，所称为义的人又叫他们得荣耀。",⏳进行中...
2020-10-25,Romans 8:31-32,,💒主日休息
2020-10-26,Romans 8:31-32,"【罗8:31】既是这样，还有什么说的呢？　神若帮助我们，谁能敌挡我们呢？
【罗8:32】　神既不爱惜自己的儿子为我们众人舍了，岂不也把万物和他一同白白地赐给我们吗？",⏳进行中...
2020-10-27,Romans 8:33-34,"【罗8:33】谁能控告　神所拣选的人呢？有　神称他们为义了。（或作“是称他们为义的　神吗？”）
【罗8:34】谁能定他们的罪呢？有基督耶稣已经死了，而且从死里复活，现今在　神的右边，也替我们祈求。（“有基督云云”，或作“是已经死了，而且从死里复活，现今在　神的右边，也替我们祈求的基督耶稣吗？”）",⏳进行中...
2020-10-28,Romans 8:35-37,"【罗8:35】谁能使我们与基督的爱隔绝呢？难道是患难吗？是困苦吗？是逼迫吗？是饥饿吗？是赤身露体吗？是危险吗？是刀剑吗？
【罗8:36】如经上所记：“我们为你的缘故终日被杀，人看我们如将宰的羊。”
【罗8:37】然而，靠着爱我们的主，在这一切的事上已经得胜有余了。",⏳进行中...
2020-10-29,Romans 8:38-39,"【罗8:38】因为我深信无论是死，是生，是天使，是掌权的，是有能的，是现在的事，是将来的事，
【罗8:39】是高处的，是低处的，是别的受造之物，都不能叫我们与　神的爱隔绝；这爱是在我们的主基督耶稣里的。",⏳进行中...
2020-10-30,Romans 9:1-3,"【罗9:1】我在基督里说真话，并不谎言，有我良心被圣灵感动，给我作见证。
【罗9:2】我是大有忧愁，心里时常伤痛；
【罗9:3】为我弟兄、我骨肉之亲，就是自己被咒诅，与基督分离，我也愿意。",⏳进行中...
2020-10-31,Romans 9:4-5,"【罗9:4】他们是以色列人，那儿子的名分、荣耀、诸约、律法、礼仪、应许都是他们的。
【罗9:5】列祖就是他们的祖宗，按肉体说，基督也是从他们出来的，他是在万有之上，永远可称颂的　神。阿们！",⏳进行中...
2020-11-01,Romans 9:6-8,,💒主日休息
2020-11-02,Romans 9:6-8,"【罗9:6】这不是说　神的话落了空，因为从以色列生的，不都是以色列人；
【罗9:7】也不因为是亚伯拉罕的后裔，就都作他的儿女；惟独“从以撒生的，才要称为你的后裔。”
【罗9:8】这就是说，肉身所生的儿女不是　神的儿女；惟独那应许的儿女才算是后裔。",⏳进行中...
2020-11-03,Romans 9:9-10,"【罗9:9】因为所应许的话是这样说：“到明年这时候我要来，撒拉必生一个儿子。”
【罗9:10】不但如此，还有利百加，既从一个人，就是从我们的祖宗以撒怀了孕，",⏳进行中...
2020-11-04,Romans 9:11-13,"【罗9:11】（双子还没有生下来，善恶还没有作出来，只因要显明　神拣选人的旨意，不在乎人的行为，乃在乎召人的主。）
【罗9:12】　神就对利百加说：“将来大的要服侍小的。”
【罗9:13】正如经上所记：“雅各是我所爱的，以扫是我所恶的。”",⏳进行中...
2020-11-05,Romans 9:14-16,"【罗9:14】这样，我们可说什么呢？难道　神有什么不公平吗？断乎没有！
【罗9:15】因他对摩西说：“我要怜悯谁，就怜悯谁；要恩待谁，就恩待谁。”
【罗9:16】据此看来，这不在乎那定意的，也不在乎那奔跑的，只在乎发怜悯的　神。",⏳进行中...
2020-11-06,Romans 9:17-18,"【罗9:17】因为经上有话向法老说：“我将你兴起来，特要在你身上彰显我的权能，并要使我的名传遍天下。”
【罗9:18】如此看来，　神要怜悯谁，就怜悯谁；要叫谁刚硬，就叫谁刚硬。",⏳进行中...
2020-11-07,Romans 9:19-21,"【罗9:19】这样，你必对我说：“他为什么还指责人呢？有谁抗拒他的旨意呢？”
【罗9:20】你这个人哪，你是谁，竟敢向　神强嘴呢？受造之物岂能对造他的说：“你为什么这样造我呢？”
【罗9:21】窑匠难道没有权柄从一团泥里拿一块作成贵重的器皿，又拿一块作成卑贱的器皿吗？",⏳进行中...
2020-11-08,Romans 9:22-24,,💒主日休息
2020-11-09,Romans 9:22-24,"【罗9:22】倘若　神要显明他的忿怒，彰显他的权能，就多多忍耐宽容那可怒、预备遭毁灭的器皿；
【罗9:23】又要将他丰盛的荣耀彰显在那蒙怜悯、早预备得荣耀的器皿上。
【罗9:24】这器皿就是我们被　神所召的，不但是从犹太人中，也是从外邦人中。这有什么不可呢？",⏳进行中...
2020-11-10,Romans 9:25-26,"【罗9:25】就像　神在何西阿书上说：“那本来不是我子民的，我要称为我的子民；本来不是蒙爱的，我要称为蒙爱的。
【罗9:26】从前在什么地方对他们说，你们不是我的子民，将来就在那里称他们为永生　神的儿子。”",⏳进行中...
2020-11-11,Romans 9:27-29,"【罗9:27】以赛亚指着以色列人喊着说：“以色列人虽多如海沙，得救的不过是剩下的余数。
【罗9:28】因为主要在世上施行他的话，叫他的话都成全，速速地完结。”
【罗9:29】又如以赛亚先前说过：“若不是万军之主给我们存留余种，我们早已像所多玛、蛾摩拉的样子了。”",⏳进行中...
2020-11-12,Romans 9:30-31,"【罗9:30】这样，我们可说什么呢？那本来不追求义的外邦人反得了义，就是因信而得的义；
【罗9:31】但以色列人追求律法的义，反得不着律法的义。",⏳进行中...
2020-11-13,Romans 9:32-33,"【罗9:32】这是什么缘故呢？是因为他们不凭着信心求，只凭着行为求，他们正跌在那绊脚石上。
【罗9:33】就如经上所记：“我在锡安放一块绊脚的石头，跌人的磐石，信靠他的人必不至于羞愧。”",⏳进行中...
2020-11-14,Romans 10:1-2,"【罗10:1】弟兄们，我心里所愿的，向　神所求的，是要以色列人得救。
【罗10:2】我可以证明他们向　神有热心，但不是按着真知识。",⏳进行中...
2020-11-15,Romans 10:3-4,,💒主日休息
2020-11-16,Romans 10:3-4,"【罗10:3】因为不知道　神的义，想要立自己的义，就不服　神的义了。
【罗10:4】律法的总结就是基督，使凡信他的都得着义。",⏳进行中...
2020-11-17,Romans 10:5-7,"【罗10:5】摩西写着说：“人若行那出于律法的义，就必因此活着。”
【罗10:6】惟有出于信心的义如此说：“你不要心里说，谁要升到天上去呢（就是要领下基督来）？
【罗10:7】谁要下到阴间去呢（就是要领基督从死里上来）？”",⏳进行中...
2020-11-18,Romans 10:8,【罗10:8】他到底怎么说呢？他说：“这道离你不远，正在你口里，在你心里。”就是我们所传信主的道。,⏳进行中...
2020-11-19,Romans 10:9-10,"【罗10:9】你若口里认耶稣为主，心里信　神叫他从死里复活，就必得救。
【罗10:10】因为人心里相信，就可以称义；口里承认，就可以得救。",⏳进行中...
2020-11-20,Romans 10:11-13,"【罗10:11】经上说：“凡信他的人，必不至于羞愧。”
【罗10:12】犹太人和希腊人并没有分别；因为众人同有一位主，他也厚待一切求告他的人。
【罗10:13】因为“凡求告主名的，就必得救”。",⏳进行中...
2020-11-21,Romans 10:14-15,"【罗10:14】然而人未曾信他，怎能求他呢？未曾听见他，怎能信他呢？没有传道的，怎能听见呢？
【罗10:15】若没有奉差遣，怎能传道呢？如经上所记：“报福音传喜信的人，他们的脚踪何等佳美！”",⏳进行中...
2020-11-22,Romans 10:16-17,,💒主日休息
2020-11-23,Romans 10:16-17,"【罗10:16】只是人没有都听从福音。因为以赛亚说：“主啊，我们所传的有谁信呢？”
【罗10:17】可见信道是从听道来的，听道是从基督的话来的。",⏳进行中...
2020-11-24,Romans 10:18-19,"【罗10:18】但我说，人没有听见吗？诚然听见了。“他们的声音传遍天下，他们的言语传到地极。”
【罗10:19】我再说，以色列人不知道吗？先有摩西说：“我要用那不成子民的，惹动你们的愤恨；我要用那无知的民，触动你们的怒气。”",⏳进行中...
2020-11-25,Romans 10:20-21,"【罗10:20】又有以赛亚放胆说：“没有寻找我的，我叫他们遇见；没有访问我的，我向他们显现。”
【罗10:21】至于以色列人，他说：“我整天伸手招呼那悖逆、顶嘴的百姓。”",⏳进行中...
2020-11-26,Romans 11:7-8,"【罗11:7】这是怎么样呢？以色列人所求的，他们没有得着，惟有蒙拣选的人得着了，其余的就成了顽梗不化的。
【罗11:8】如经上所记：“　神给他们昏迷的心，眼睛不能看见，耳朵不能听见，直到今日。”",⏳进行中...
2020-11-27,Romans 11:9-10,"【罗11:9】大卫也说：“愿他们的筵席变为网罗，变为机槛，变为绊脚石，作他们的报应；
【罗11:10】愿他们的眼睛昏蒙，不得看见；愿你时常弯下他们的腰。”",⏳进行中...
2020-11-28,Romans 11:11-12,"【罗11:11】我且说，他们失脚是要他们跌倒吗？断乎不是！反倒因他们的过失，救恩便临到外邦人，要激动他们发愤。
【罗11:12】若他们的过失，为天下的富足，他们的缺乏，为外邦人的富足，何况他们的丰满呢？",⏳进行中...
2020-11-29,Romans 11:13-14,,💒主日休息
2020-11-30,Romans 11:13-14,"【罗11:13】我对你们外邦人说这话，因我是外邦人的使徒，所以敬重我的职分（“敬重”原文作“荣耀”）。
【罗11:14】或者可以激动我骨肉之亲发愤，好救他们一些人。",⏳进行中...
2020-12-01,Romans 11:15-16,"【罗11:15】若他们被丢弃，天下就得与　神和好；他们被收纳，岂不是死而复生吗？
【罗11:16】所献的新面若是圣洁，全团也就圣洁了；树根若是圣洁，树枝也就圣洁了。",⏳进行中...
2020-12-02,Romans 11:17-18,"【罗11:17】若有几根枝子被折下来，你这野橄榄得接在其中，一同得着橄榄根的肥汁，
【罗11:18】你就不可向旧枝子夸口；若是夸口，当知道不是你托着根，乃是根托着你。",⏳进行中...
2020-12-03,Romans 11:19-20,"【罗11:19】你若说，那枝子被折下来是特为叫我接上。
【罗11:20】不错，他们因为不信，所以被折下来；你因为信，所以立得住。你不可自高，反要惧怕。",⏳进行中...
2020-12-04,Romans 11:21-22,"【罗11:21】　神既不爱惜原来的枝子，也必不爱惜你。
【罗11:22】可见　神的恩慈和严厉，向那跌倒的人是严厉的，向你是有恩慈的。只要你长久在他的恩慈里，不然，你也要被砍下来。",⏳进行中...
2020-12-05,Romans 11:23-24,"【罗11:23】而且他们若不是长久不信，仍要被接上，因为　神能够把他们重新接上。
【罗11:24】你是从那天生的野橄榄上砍下来的，尚且逆着性得接在好橄榄上，何况这本树的枝子要接在本树上呢！",⏳进行中...
2020-12-06,Romans 11:25-27,,💒主日休息
2020-12-07,Romans 11:25-27,"【罗11:25】弟兄们，我不愿意你们不知道这奥秘（恐怕你们自以为聪明），就是以色列人有几分是硬心的，等到外邦人的数目添满了，
【罗11:26】于是以色列全家都要得救。如经上所记：“必有一位救主从锡安出来，要消除雅各家的一切罪恶。”
【罗11:27】又说：“我除去他们罪的时候，这就是我与他们所立的约。”",⏳进行中...
2020-12-08,Romans 11:28-29,"【罗11:28】就着福音说，他们为你们的缘故是仇敌；就着拣选说，他们为列祖的缘故是蒙爱的。
【罗11:29】因为　神的恩赐和选召是没有后悔的。",⏳进行中...
2020-12-09,Romans 11:30-32,"【罗11:30】你们从前不顺服　神，如今因他们的不顺服，你们倒蒙了怜恤；
【罗11:31】这样，他们也是不顺服，叫他们因着施给你们的怜恤，现在也就蒙怜恤。
【罗11:32】因为　神将众人都圈在不顺服之中，特意要怜恤众人。",⏳进行中...
2020-12-10,Romans 11:33-35,"【罗11:33】深哉！　神丰富的智慧和知识。他的判断何其难测！他的踪迹何其难寻！
【罗11:34】谁知道主的心？谁作过他的谋士呢？
【罗11:35】谁是先给了他，使他后来偿还呢？",⏳进行中...
2020-12-11,Romans 11:36,【罗11:36】因为万有都是本于他，倚靠他，归于他。愿荣耀归给他，直到永远。阿们！,⏳进行中...
2020-12-12,Romans 12:1-2,"【罗12:1】所以弟兄们，我以　神的慈悲劝你们，将身体献上，当作活祭，是圣洁的，是　神所喜悦的，你们如此侍奉，乃是理所当然的。
【罗12:2】不要效法这个世界，只要心意更新而变化，叫你们察验何为　神的善良、纯全、可喜悦的旨意。",⏳进行中...
2020-12-13,Romans 12:3-4,,💒主日休息
2020-12-14,Romans 12:3-4,"【罗12:3】我凭着所赐我的恩，对你们各人说：不要看自己过于所当看的，要照着　神所分给各人信心的大小，看得合乎中道。
【罗12:4】正如我们一个身子上有好些肢体，肢体也不都是一样的用处。",⏳进行中...
2020-12-15,Romans 12:5-6,"【罗12:5】我们这许多人，在基督里成为一身，互相联络作肢体，也是如此。
【罗12:6】按我们所得的恩赐，各有不同。或说预言，就当照着信心的程度说预言；",⏳进行中...
2020-12-16,Romans 12:7-8,"【罗12:7】或作执事，就当专一执事；或作教导的，就当专一教导；
【罗12:8】或作劝化的，就当专一劝化；施舍的，就当诚实；治理的，就当殷勤；怜悯人的，就当甘心。",⏳进行中...
2020-12-17,Romans 12:9-11,"【罗12:9】爱人不可虚假，恶要厌恶，善要亲近。
【罗12:10】爱弟兄，要彼此亲热；恭敬人，要彼此推让。
【罗12:11】殷勤不可懒惰。要心里火热，常常服侍主。",⏳进行中...
2020-12-18,Romans 12:12-14,"【罗12:12】在指望中要喜乐，在患难中要忍耐，祷告要恒切。
【罗12:13】圣徒缺乏要帮补，客要一味地款待。
【罗12:14】逼迫你们的，要给他们祝福，只要祝福，不可咒诅。",⏳进行中...
2020-12-19,Romans 12:15-16,"【罗12:15】与喜乐的人要同乐，与哀哭的人要同哭。
【罗12:16】要彼此同心，不要志气高大，倒要俯就卑微的人（“人”或作“事”）。不要自以为聪明。",⏳进行中...
2020-12-20,Romans 12:17-18,,💒主日休息
2020-12-21,Romans 12:17-18,"【罗12:17】不要以恶报恶。众人以为美的事，要留心去作。
【罗12:18】若是能行，总要尽力与众人和睦。",⏳进行中...
2020-12-22,Romans 12:19-20,"【罗12:19】亲爱的弟兄，不要自己伸冤，宁可让步，听凭主怒（或作“让人发怒”）。因为经上记着：“主说，伸冤在我，我必报应。”
【罗12:20】所以，“你的仇敌若饿了，就给他吃；若渴了，就给他喝。因为你这样行，就是把炭火堆在他的头上。”",⏳进行中...
2020-12-23,Romans 12:21,【罗12:21】你不可为恶所胜，反要以善胜恶。,⏳进行中...
2020-12-24,Romans 13:1-2,"【罗13:1】在上有权柄的，人人当顺服他；因为没有权柄不是出于　神的，凡掌权的都是　神所命的。
【罗13:2】所以抗拒掌权的，就是抗拒　神的命；抗拒的必自取刑罚。",⏳进行中...
2020-12-25,Romans 13:3-5,"【罗13:3】作官的原不是叫行善的惧怕，乃是叫作恶的惧怕。你愿意不惧怕掌权的吗？你只要行善，就可得他的称赞，
【罗13:4】因为他是　神的用人，是与你有益的。你若作恶，却当惧怕，因为他不是空空地佩剑。他是　神的用人，是伸冤的，刑罚那作恶的。
【罗13:5】所以你们必须顺服，不但是因为刑罚，也是因为良心。",⏳进行中...
2020-12-26,Romans 13:6-7,"【罗13:6】你们纳粮也为这个缘故；因他们是　神的差役，常常特管这事。
【罗13:7】凡人所当得的，就给他；当得粮的，给他纳粮；当得税的，给他上税；当惧怕的，惧怕他；当恭敬的，恭敬他。",⏳进行中...
2020-12-27,Romans 13:8,,💒主日休息
2020-12-28,Romans 13:8,【罗13:8】凡事都不可亏欠人，惟有彼此相爱，要常以为亏欠，因为爱人的就完全了律法。,⏳进行中...
2020-12-29,Romans 13:9,【罗13:9】像那不可奸淫，不可杀人，不可偷盗，不可贪婪，或有别的诫命，都包在“爱人如己”这一句话之内了。,⏳进行中...
2020-12-30,Romans 13:10,【罗13:10】爱是不加害于人的，所以爱就完全了律法。,⏳进行中...
2020-12-31,Romans 13:11-12,"【罗13:11】再者，你们晓得现今就是该趁早睡醒的时候，因为我们得救，现今比初信的时候更近了。
【罗13:12】黑夜已深，白昼将近；我们就当脱去暗昧的行为，带上光明的兵器。",⏳进行中...
2021-01-01,Romans 13:13-14,"【罗13:13】行事为人要端正，好像行在白昼；不可荒宴醉酒，不可好色邪荡，不可争竞嫉妒。
【罗13:14】总要披戴主耶稣基督，不要为肉体安排，去放纵私欲。",⏳进行中...
2021-01-02,Romans 14:1-2,"【罗14:1】信心软弱的，你们要接纳，但不要辩论所疑惑的事。
【罗14:2】有人信百物都可吃，但那软弱的，只吃蔬菜。",⏳进行中...
2021-01-03,Romans 14:3-4,,💒主日休息
2021-01-04,Romans 14:3-4,"【罗14:3】吃的人不可轻看不吃的人，不吃的人不可论断吃的人；因为　神已经收纳他了。
【罗14:4】你是谁，竟论断别人的仆人呢？他或站住，或跌倒，自有他的主人在；而且他也必要站住，因为主能使他站住。",⏳进行中...
2021-01-05,Romans 14:5-6,"【罗14:5】有人看这日比那日强，有人看日日都是一样，只是各人心里要意见坚定。
【罗14:6】守日的人是为主守的；吃的人是为主吃的，因他感谢　神；不吃的人是为主不吃的，也感谢　神。",⏳进行中...
2021-01-06,Romans 14:7-9,"【罗14:7】我们没有一个人为自己活，也没有一个人为自己死。
【罗14:8】我们若活着，是为主而活；若死了，是为主而死。所以我们或活或死，总是主的人。
【罗14:9】因此基督死了，又活了，为要作死人并活人的主。",⏳进行中...
2021-01-07,Romans 14:10-12,"【罗14:10】你这个人，为什么论断弟兄呢？又为什么轻看弟兄呢？因我们都要站在　神的台前。
【罗14:11】经上写着：“主说，‘我凭着我的永生起誓，万膝必向我跪拜，万口必向我承认。’”
【罗14:12】这样看来，我们各人必要将自己的事在　神面前说明。",⏳进行中...
2021-01-08,Romans 14:13-14,"【罗14:13】所以我们不可再彼此论断，宁可定意，谁也不给弟兄放下绊脚跌人之物。
【罗14:14】我凭着主耶稣确知深信，凡物本来没有不洁净的；惟独人以为不洁净的，在他就不洁净了。",⏳进行中...
2021-01-09,Romans 14:15-17,"【罗14:15】你若因食物叫弟兄忧愁，就不是按着爱人的道理行。基督已经替他死，你不可因你的食物叫他败坏。
【罗14:16】不可叫你的善被人毁谤，
【罗14:17】因为　神的国不在乎吃喝，只在乎公义、和平并圣灵中的喜乐。",⏳进行中...
2021-01-10,Romans 14:18-19,,💒主日休息
2021-01-11,Romans 14:18-19,"【罗14:18】在这几样上服侍基督的，就为　神所喜悦，又为人所称许。
【罗14:19】所以，我们务要追求和睦的事与彼此建立德行的事。",⏳进行中...
2021-01-12,Romans 14:20-21,"【罗14:20】不可因食物毁坏　神的工程。凡物固然洁净，但有人因食物叫人跌倒，就是他的罪了。
【罗14:21】无论是吃肉，是喝酒，是什么别的事，叫弟兄跌倒，一概不作才好。",⏳进行中...
2021-01-13,Romans 14:22-23,"【罗14:22】你有信心，就当在　神面前守着。人在自己以为可行的事上能不自责，就有福了。
【罗14:23】若有疑心而吃的，就必有罪。因为他吃，不是出于信心；凡不出于信心的都是罪。",⏳进行中...
2021-01-14,Romans 15:1-3,"【罗15:1】我们坚固的人应该担代不坚固人的软弱，不求自己的喜悦。
【罗15:2】我们各人务要叫邻舍喜悦，使他得益处，建立德行。
【罗15:3】因为基督也不求自己的喜悦，如经上所记：“辱骂你人的辱骂都落在我身上。”",⏳进行中...
2021-01-15,Romans 15:4-6,"【罗15:4】从前所写的圣经都是为教训我们写的，叫我们因圣经所生的忍耐和安慰，可以得着盼望。
【罗15:5】但愿赐忍耐、安慰的　神，叫你们彼此同心，效法基督耶稣，
【罗15:6】一心一口荣耀　神、我们主耶稣基督的父。",⏳进行中...
2021-01-16,Romans 15:7,【罗15:7】所以你们要彼此接纳，如同基督接纳你们一样，使荣耀归与　神。,⏳进行中...
2021-01-17,Romans 15:8-9,,💒主日休息
2021-01-18,Romans 15:8-9,"【罗15:8】我说，基督是为　神真理作了受割礼人的执事，要证实所应许列祖的话。
【罗15:9】并叫外邦人因他的怜悯荣耀　神。如经上所记：“因此我要在外邦中称赞你，歌颂你的名。”",⏳进行中...
2021-01-19,Romans 15:10-12,"【罗15:10】又说：“你们外邦人当与主的百姓一同欢乐。”
【罗15:11】又说：“外邦啊，你们当赞美主；万民哪，你们都当颂赞他。”
【罗15:12】又有以赛亚说：“将来有耶西的根，就是那兴起来要治理外邦的，外邦人要仰望他。”",⏳进行中...
2021-01-20,Romans 15:13,【罗15:13】但愿使人有盼望的　神，因信，将诸般的喜乐平安充满你们的心，使你们藉着圣灵的能力大有盼望。,⏳进行中...
2021-01-21,Romans 15:14-16,"【罗15:14】弟兄们，我自己也深信你们是满有良善，充足了诸般的知识，也能彼此劝戒。
【罗15:15】但我稍微放胆写信给你们，是要提醒你们的记性，特因　神所给我的恩典，
【罗15:16】使我为外邦人作基督耶稣的仆役，作　神福音的祭司，叫所献上的外邦人，因着圣灵，成为圣洁，可蒙悦纳。",⏳进行中...
2021-01-22,Romans 15:17-18,"【罗15:17】所以论到　神的事，我在基督耶稣里有可夸的。
【罗15:18】除了基督藉我作的那些事，我什么都不敢提；只提他藉我言语作为，用神迹奇事的能力，并圣灵的能力，使外邦人顺服。",⏳进行中...
2021-01-23,Romans 15:19-21,"【罗15:19】甚至我从耶路撒冷，直转到以利哩古，到处传了基督的福音。
【罗15:20】我立了志向，不在基督的名被称过的地方传福音，免得建造在别人的根基上。
【罗15:21】就如经上所记：“未曾闻知他信息的，将要看见；未曾听过的，将要明白。”",⏳进行中...
2021-01-24,Romans 15:22-24,,💒主日休息
2021-01-25,Romans 15:22-24,"【罗15:22】我因多次被拦阻，总不得到你们那里去。
【罗15:23】但如今在这里再没有可传的地方，而且这好几年我切心想望到西班牙去的时候，可以到你们那里，
【罗15:24】盼望从你们那里经过，得见你们，先与你们彼此交往，心里稍微满足，然后蒙你们送行。",⏳进行中...
2021-01-26,Romans 15:25-27,"【罗15:25】但现在，我往耶路撒冷去供给圣徒。
【罗15:26】因为马其顿和亚该亚人乐意凑出捐项，给耶路撒冷圣徒中的穷人。
【罗15:27】这固然是他们乐意的，其实也算是所欠的债。因外邦人既然在他们属灵的好处上有份，就当把养身之物供给他们。",⏳进行中...
2021-01-27,Romans 15:28-29,"【罗15:28】等我办完了这事，把这善果向他们交付明白，我就要路过你们那里，往西班牙去。
【罗15:29】我也晓得去的时候，必带着基督丰盛的恩典而去。",⏳进行中...
2021-01-28,Romans 15:30-31,"【罗15:30】弟兄们，我藉着我们主耶稣基督，又藉着圣灵的爱，劝你们与我一同竭力为我祈求　神，
【罗15:31】叫我脱离在犹太不顺从的人；也叫我为耶路撒冷所办的捐项可蒙圣徒悦纳；",⏳进行中...
2021-01-29,Romans 15:32-33,"【罗15:32】并叫我顺着　神的旨意，欢欢喜喜地到你们那里，与你们同得安息。
【罗15:33】愿赐平安的　神常和你们众人同在。阿们！",⏳进行中...
2021-01-30,Romans 16:1-2,"【罗16:1】我对你们举荐我们的姐妹非比，她是坚革哩教会中的女执事。
【罗16:2】请你们为主接待她，合乎圣徒的体统。她在何事上要你们帮助，你们就帮助她。因她素来帮助许多人，也帮助了我。",⏳进行中...
2021-01-31,Romans 16:3-4,,💒主日休息
2021-02-01,Romans 16:3-4,"【罗16:3】问百基拉和亚居拉安。他们在基督耶稣里与我同工，
【罗16:4】也为我的命将自己的颈项置之度外。不但我感谢他们，就是外邦的众教会也感谢他们。",⏳进行中...
2021-02-02,Romans 16:5-6,"【罗16:5】又问在他们家中的教会安。问我所亲爱的以拜尼土安，他在亚细亚是归基督初结的果子。
【罗16:6】又问马利亚安，她为你们多受劳苦。",⏳进行中...
2021-02-03,Romans 16:7-8,"【罗16:7】又问我亲属与我一同坐监的安多尼古和犹尼亚安，他们在使徒中是有名望的，也是比我先在基督里。
【罗16:8】又问我在主里面所亲爱的暗伯利安。",⏳进行中...
2021-02-04,Romans 16:9-11,"【罗16:9】又问在基督里与我们同工的耳巴奴并我所亲爱的士大古安。
【罗16:10】又问在基督里经过试验的亚比利安。问亚利多布家里的人安。
【罗16:11】又问我亲属希罗天安。问拿其数家在主里的人安。",⏳进行中...
2021-02-05,Romans 16:12-13,"【罗16:12】又问为主劳苦的土非拿氏和土富撒氏安。问可亲爱为主多受劳苦的彼息氏安。
【罗16:13】又问在主蒙拣选的鲁孚和他母亲安，他的母亲就是我的母亲。",⏳进行中...
2021-02-06,Romans 16:14-16,"【罗16:14】又问亚逊其土、弗勒干、黑米、八罗巴、黑马，并与他们在一处的弟兄们安。
【罗16:15】又问非罗罗古和犹利亚、尼利亚和他姐妹，同阿林巴，并与他们在一处的众圣徒安。
【罗16:16】你们亲嘴问安，彼此务要圣洁。基督的众教会都问你们安。",⏳进行中...
2021-02-07,Romans 16:17-18,,💒主日休息
2021-02-08,Romans 16:17-18,"【罗16:17】弟兄们，那些离间你们，叫你们跌倒，背乎所学之道的人，我劝你们要留意躲避他们。
【罗16:18】因为这样的人不服侍我们的主基督，只服侍自己的肚腹，用花言巧语诱惑那些老实人的心。",⏳进行中...
2021-02-09,Romans 16:19-20,"【罗16:19】你们的顺服已经传于众人，所以我为你们欢喜，但我愿意你们在善上聪明，在恶上愚拙。
【罗16:20】赐平安的　神，快要将撒但践踏在你们脚下。愿我主耶稣基督的恩常和你们同在！",⏳进行中...
2021-02-10,Romans 16:21-22,"【罗16:21】与我同工的提摩太和我的亲属路求、耶孙、所西巴德问你们安。
【罗16:22】我这代笔写信的德丢，在主里面问你们安。",⏳进行中...
2021-02-11,Romans 16:23-24,"【罗16:23】那接待我，也接待全教会的该犹问你们安。
【罗16:24】城内管银库的以拉都和兄弟括土问你们安。",⏳进行中...
2021-02-12,Romans 16:25-26,"【罗16:25】惟有　神能照我所传的福音和所讲的耶稣基督，并照永古隐藏不言的奥秘，坚固你们的心。
【罗16:26】这奥秘如今显明出来，而且按着永生　神的命，藉众先知的书指示万国的民，使他们信服真道。",⏳进行中...
2021-02-13,Romans 16:27,【罗16:27】愿荣耀因耶稣基督归与独一全智的 神，直到永远。阿们！,
2021-02-14,,,
2021-02-15,,,
2021-02-16,,,